File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation,Sharpening,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
r5b912376t,http://193.205.194.113/RAISE/NEF/r5b912376t.NEF,http://193.205.194.113/RAISE/TIFF/r5b912376t.TIF,9/20/2014 18:00,12/22/2013 19:56,19.0 MB,L (4928 x 3264),56:10.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/5.6,1/4s,Aperture Priority,0EV,,Matrix,ISO 800,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,0,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r5b95d5d0t,http://193.205.194.113/RAISE/NEF/r5b95d5d0t.NEF,http://193.205.194.113/RAISE/TIFF/r5b95d5d0t.TIF,9/20/2014 15:26,12/31/2011 12:31,10.5 MB,L (4288 x 2848),31:32.0,"UTC+7, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/4,1/125s,Manual,0EV,,Matrix,ISO 400,,,,"Shade, B1, G2",sRGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,6,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,outdoor; people
r5b9744b1t,http://193.205.194.113/RAISE/NEF/r5b9744b1t.NEF,http://193.205.194.113/RAISE/TIFF/r5b9744b1t.TIF,9/21/2014 2:32,3/1/2014 12:36,18.2 MB,L (4928 x 3264),36:05.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/4.5,1/40s,Manual,0EV,,Matrix,ISO 500,,,,"Shade, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,2,1,0,0,,,,,,,,,,,,,,,,,Indoor; objects
r5b99e12et,http://193.205.194.113/RAISE/NEF/r5b99e12et.NEF,http://193.205.194.113/RAISE/TIFF/r5b99e12et.TIF,9/20/2014 20:39,8/3/2012 20:32,17.8 MB,L (4928 x 3264),32:03.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,26mm,AF-A,Auto,OFF,OFF,f/4,1/30s,Manual,0EV,,Spot,ISO 640,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[PT] Portrait,[PT] Portrait,-,6,2,0,1,1,,,,,,,,,,,,,,,,,outdoor; people
r5b9ad263t,http://193.205.194.113/RAISE/NEF/r5b9ad263t.NEF,http://193.205.194.113/RAISE/TIFF/r5b9ad263t.TIF,9/21/2014 1:39,6/28/2014 11:16,20.1 MB,L (4928 x 3264),16:45.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,48mm,Manual,Single,ON,OFF,f/18,1/80s,Aperture Priority,0EV,,Matrix,ISO 500,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r5ba90e9dt,http://193.205.194.113/RAISE/NEF/r5ba90e9dt.NEF,http://193.205.194.113/RAISE/TIFF/r5ba90e9dt.TIF,9/21/2014 10:00,5/11/2013 7:07,18.6 MB,L (4928 x 3264),07:39.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Dynamic,ON,OFF,f/5.6,1/250s,,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,Aperture Priority,nature; outdoor
r5baaaaaat,http://193.205.194.113/RAISE/NEF/r5baaaaaat.NEF,http://193.205.194.113/RAISE/TIFF/r5baaaaaat.TIF,9/21/2014 0:37,5/14/2012 8:07,8.70 MB,L (4288 x 2848),07:16.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,22mm,AF-A,Auto,ON,,f/8,1s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,Indoor
r5bac5bc8t,http://193.205.194.113/RAISE/NEF/r5bac5bc8t.NEF,http://193.205.194.113/RAISE/TIFF/r5bac5bc8t.TIF,9/21/2014 10:20,10/4/2013 11:45,20.5 MB,L (4928 x 3264),45:23.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/18,1/160s,,0EV,,Matrix,ISO 500,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,nature; outdoor
r5badc16dt,http://193.205.194.113/RAISE/NEF/r5badc16dt.NEF,http://193.205.194.113/RAISE/TIFF/r5badc16dt.TIF,9/20/2014 18:06,1/11/2014 8:51,18.4 MB,L (4928 x 3264),51:45.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/3.5,1/40s,Manual,0EV,,Matrix,ISO 800,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,0,0,,,,,,,,,,,,,,,,,Indoor; buildings
r5bb7719at,http://193.205.194.113/RAISE/NEF/r5bb7719at.NEF,http://193.205.194.113/RAISE/TIFF/r5bb7719at.TIF,9/21/2014 10:03,5/11/2013 7:58,21.5 MB,L (4928 x 3264),58:01.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/640s,,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,Aperture Priority,buildings; outdoor
r5bb904c9t,http://193.205.194.113/RAISE/NEF/r5bb904c9t.NEF,http://193.205.194.113/RAISE/TIFF/r5bb904c9t.TIF,9/20/2014 21:51,6/29/2012 12:24,10.9 MB,L (4288 x 2848),24:18.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/5.6,1/1250s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,outdoor
r5bbb3ac5t,http://193.205.194.113/RAISE/NEF/r5bbb3ac5t.NEF,http://193.205.194.113/RAISE/TIFF/r5bbb3ac5t.TIF,9/21/2014 8:48,6/8/2013 8:11,20.1 MB,L (4928 x 3264),11:16.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,32mm,AF-A,Dynamic,ON,OFF,f/13,1/200s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r5bca3733t,http://193.205.194.113/RAISE/NEF/r5bca3733t.NEF,http://193.205.194.113/RAISE/TIFF/r5bca3733t.TIF,9/21/2014 7:01,8/22/2013 7:06,20.4 MB,L (4928 x 3264),06:58.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/3.5,1/800s,Aperture Priority,0EV,,Matrix,ISO 160,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r5bd364c4t,http://193.205.194.113/RAISE/NEF/r5bd364c4t.NEF,http://193.205.194.113/RAISE/TIFF/r5bd364c4t.TIF,9/20/2014 22:00,3/31/2012 5:49,11.7 MB,L (4288 x 2848),49:12.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-S,Auto,ON,,f/13,1/640s,Programmed Auto,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; outdoor
r5be9d08at,http://193.205.194.113/RAISE/NEF/r5be9d08at.NEF,http://193.205.194.113/RAISE/TIFF/r5be9d08at.TIF,9/21/2014 7:48,1/26/2013 11:57,19.1 MB,L (4928 x 3264),57:34.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,AF-A,Auto,ON,OFF,f/3.8,1/500s,Manual,+0.7EV,,Spot,ISO 250,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r5bf08bb2t,http://193.205.194.113/RAISE/NEF/r5bf08bb2t.NEF,http://193.205.194.113/RAISE/TIFF/r5bf08bb2t.TIF,9/20/2014 20:56,2/16/2012 4:44,10.2 MB,L (4288 x 2848),44:48.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,40mm,AF-A,Auto,ON,,f/4.5,1/4000s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Direct sunlight, A2, M2",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,landscape; outdoor
r5bf08d7dt,http://193.205.194.113/RAISE/NEF/r5bf08d7dt.NEF,http://193.205.194.113/RAISE/TIFF/r5bf08d7dt.TIF,9/20/2014 23:10,7/19/2014 10:00,20.7 MB,L (4928 x 3264),00:41.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/18,1/200s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r5bf55fddt,http://193.205.194.113/RAISE/NEF/r5bf55fddt.NEF,http://193.205.194.113/RAISE/TIFF/r5bf55fddt.TIF,9/20/2014 18:25,1/11/2014 12:51,20.0 MB,L (4928 x 3264),51:02.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/3.5,1/8s,Aperture Priority,0EV,,Matrix,ISO 1250,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,0,0,,,,,,,,,,,,,,,,,Indoor; objects
r5bf617a4t,http://193.205.194.113/RAISE/NEF/r5bf617a4t.NEF,http://193.205.194.113/RAISE/TIFF/r5bf617a4t.TIF,9/20/2014 22:01,3/31/2012 6:19,11.7 MB,L (4288 x 2848),19:34.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-S,Auto,ON,,f/13,1/400s,Programmed Auto*,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r5bff9572t,http://193.205.194.113/RAISE/NEF/r5bff9572t.NEF,http://193.205.194.113/RAISE/TIFF/r5bff9572t.TIF,9/21/2014 2:48,5/3/2014 10:13,20.4 MB,L (4928 x 3264),13:45.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/400s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r5c07866bt,http://193.205.194.113/RAISE/NEF/r5c07866bt.NEF,http://193.205.194.113/RAISE/TIFF/r5c07866bt.TIF,9/20/2014 18:11,1/11/2014 9:33,20.5 MB,L (4928 x 3264),33:26.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/6.3,1/320s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,0,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r5c0a8efbt,http://193.205.194.113/RAISE/NEF/r5c0a8efbt.NEF,http://193.205.194.113/RAISE/TIFF/r5c0a8efbt.TIF,9/21/2014 0:43,6/8/2014 8:52,22.7 MB,L (4928 x 3264),52:14.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,20mm,Manual,Single,ON,OFF,f/18,1/160s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r5c17fe2at,http://193.205.194.113/RAISE/NEF/r5c17fe2at.NEF,http://193.205.194.113/RAISE/TIFF/r5c17fe2at.TIF,9/20/2014 20:27,8/28/2012 11:22,22.0 MB,L (4928 x 3264),22:02.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/9,1/250s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,0,1,-1,0,,,,,,,,,,,,,,,,,buildings; outdoor
r5c18d799t,http://193.205.194.113/RAISE/NEF/r5c18d799t.NEF,http://193.205.194.113/RAISE/TIFF/r5c18d799t.TIF,9/21/2014 10:03,5/11/2013 9:13,21.8 MB,L (4928 x 3264),13:21.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/640s,,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,Aperture Priority,buildings; outdoor
r5c1ee984t,http://193.205.194.113/RAISE/NEF/r5c1ee984t.NEF,http://193.205.194.113/RAISE/TIFF/r5c1ee984t.TIF,9/21/2014 7:59,2/11/2013 12:02,21.4 MB,L (4928 x 3264),02:43.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,105mm,AF-A,Auto,ON,OFF,f/5.3,1/250s,Manual,+0.7EV,,Matrix,ISO 2500,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,objects; outdoor
r5c248442t,http://193.205.194.113/RAISE/NEF/r5c248442t.NEF,http://193.205.194.113/RAISE/TIFF/r5c248442t.TIF,9/20/2014 17:02,4/12/2014 8:25,19.1 MB,L (4928 x 3264),25:51.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/3.5,1/250s,Aperture Priority,0EV,,Matrix,ISO 1250,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,Indoor; objects
r5c2d897dt,http://193.205.194.113/RAISE/NEF/r5c2d897dt.NEF,http://193.205.194.113/RAISE/TIFF/r5c2d897dt.TIF,9/20/2014 21:05,2/17/2012 10:13,9.78 MB,L (4288 x 2848),13:03.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,32mm,AF-A,Auto,ON,,f/4.2,1/5s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Cool-white fluorescent, A1, G1",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; objects
r5c41bb4ft,http://193.205.194.113/RAISE/NEF/r5c41bb4ft.NEF,http://193.205.194.113/RAISE/TIFF/r5c41bb4ft.TIF,9/20/2014 19:21,8/8/2012 14:34,19.3 MB,L (4928 x 3264),34:18.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,82mm,AF-A,Auto,ON,OFF,f/11,1/200s,Manual,0EV,,Spot,ISO 500,,,,"Cloudy, B4, G2",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,1,0,2,2,,,,,,,,,,,,,,,,,outdoor
r5c484a7at,http://193.205.194.113/RAISE/NEF/r5c484a7at.NEF,http://193.205.194.113/RAISE/TIFF/r5c484a7at.TIF,9/20/2014 17:45,2/28/2014 12:51,23.3 MB,L (4928 x 3264),51:31.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/9,1/60s,Manual,0EV,,Matrix,ISO 320,,,,"Shade, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,1,0,,,,,,,,,,,,,,,,,nature; outdoor
r5c5d1e04t,http://193.205.194.113/RAISE/NEF/r5c5d1e04t.NEF,http://193.205.194.113/RAISE/TIFF/r5c5d1e04t.TIF,9/21/2014 0:09,5/12/2012 9:43,10.6 MB,L (4288 x 2848),43:29.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/4,1/8s,Aperture Priority,+0.3EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,Indoor; buildings; people
r5c5fb15bt,http://193.205.194.113/RAISE/NEF/r5c5fb15bt.NEF,http://193.205.194.113/RAISE/TIFF/r5c5fb15bt.TIF,9/21/2014 10:19,10/4/2013 8:42,22.2 MB,L (4928 x 3264),42:26.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/10,1/500s,,0EV,,Matrix,ISO 500,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r5c66e8a2t,http://193.205.194.113/RAISE/NEF/r5c66e8a2t.NEF,http://193.205.194.113/RAISE/TIFF/r5c66e8a2t.TIF,9/21/2014 1:12,10/7/2012 12:39,9.97 MB,L (4288 x 2848),39:01.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,22mm,AF-A,Auto,ON,,f/3.8,1/250s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Auto, A5, G1",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,outdoor
r5c681d5bt,http://193.205.194.113/RAISE/NEF/r5c681d5bt.NEF,http://193.205.194.113/RAISE/TIFF/r5c681d5bt.TIF,9/20/2014 18:28,8/7/2012 7:17,19.5 MB,L (4928 x 3264),17:56.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/18,1/160s,Manual,0EV,,Spot,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,8,0,0,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r5c6b7897t,http://193.205.194.113/RAISE/NEF/r5c6b7897t.NEF,http://193.205.194.113/RAISE/TIFF/r5c6b7897t.TIF,9/21/2014 11:56,10/19/2013 8:33,20.6 MB,L (4928 x 3264),33:25.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,Manual,Single,ON,OFF,f/18,1/40s,,0EV,,Matrix,ISO 250,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r5c73670et,http://193.205.194.113/RAISE/NEF/r5c73670et.NEF,http://193.205.194.113/RAISE/TIFF/r5c73670et.TIF,9/20/2014 20:25,8/27/2012 14:33,18.5 MB,L (4928 x 3264),33:11.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,50mm,AF-A,Auto,ON,OFF,f/13,1/100s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,1,1,2,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r5c782fcft,http://193.205.194.113/RAISE/NEF/r5c782fcft.NEF,http://193.205.194.113/RAISE/TIFF/r5c782fcft.TIF,9/20/2014 19:47,8/13/2012 12:00,19.2 MB,L (4928 x 3264),00:07.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,95mm,AF-A,Auto,ON,OFF,f/14,1/200s,Manual,0EV,,Spot,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r5c7ffdc5t,http://193.205.194.113/RAISE/NEF/r5c7ffdc5t.NEF,http://193.205.194.113/RAISE/TIFF/r5c7ffdc5t.TIF,9/21/2014 10:01,5/11/2013 7:18,17.5 MB,L (4928 x 3264),18:25.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Dynamic,ON,OFF,f/10,1/80s,,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,Manual,nature; outdoor
r5c8b2d4at,http://193.205.194.113/RAISE/NEF/r5c8b2d4at.NEF,http://193.205.194.113/RAISE/TIFF/r5c8b2d4at.TIF,9/21/2014 8:00,2/11/2013 12:13,21.4 MB,L (4928 x 3264),13:54.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,28mm,AF-A,Auto,ON,OFF,f/4,1/800s,Manual,+0.7EV,,Matrix,ISO 3200,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r5c95b318t,http://193.205.194.113/RAISE/NEF/r5c95b318t.NEF,http://193.205.194.113/RAISE/TIFF/r5c95b318t.TIF,9/21/2014 1:14,10/8/2012 3:44,10.3 MB,L (4288 x 2848),44:32.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/4000s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,buildings; nature; outdoor
